accession,dataset,biosample,antibiotic,species,mic,phenotype,gtdb_species,gtdb_genus,gtdb_ani,adjusted_mic,adjusted_phenotype
GCA_032279205.1,c24_balance,SAMD00500917,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863190404929312,4,resistant
GCA_032279845.1,c24_balance,SAMD00499734,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9898676692510846,0.25,susceptible
GCA_032279905.1,c24_balance,SAMD00499651,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9859740821668854,4,resistant
GCA_032279945.1,c24_balance,SAMD00499647,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9893660972540846,0.25,susceptible
GCA_032280125.1,c24_balance,SAMD00499323,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9890447149278896,0.25,susceptible
GCA_032280185.1,c24_balance,SAMD00499199,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9729452706025666,0.25,susceptible
GCA_032280945.1,c24_balance,SAMD00497744,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9745429704307628,4,resistant
GCA_032280965.1,c24_balance,SAMD00497719,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9960499638292996,0.25,susceptible
GCA_032280985.1,c24_balance,SAMD00497711,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9888730611714152,4,resistant
GCA_032328055.2,c24_balance,SAMN36728921,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.989938612101136,1,resistant
GCA_032328715.2,c24_balance,SAMN36728990,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9728398133647028,1,resistant
GCA_032329495.2,c24_balance,SAMN36729021,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.986493106130525,4,resistant
GCA_032329575.2,c24_balance,SAMN36729027,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9737738739003076,4,resistant
GCA_032329655.2,c24_balance,SAMN36729031,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9864138137133528,0.25,susceptible
GCA_032329715.2,c24_balance,SAMN36729036,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9894460082030104,0.25,susceptible
GCA_032329975.2,c24_balance,SAMN36729087,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9855427272505676,1,resistant
GCA_032330415.2,c24_balance,SAMN36728975,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.985782048899826,0.25,susceptible
GCA_032330615.2,c24_balance,SAMN36729053,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9861215265907064,4,resistant
GCA_032330875.2,c24_balance,SAMN36729091,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9731684898154824,0.25,susceptible
GCA_032330935.2,c24_balance,SAMN36729095,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.98890720036947,0.25,susceptible
GCA_032330975.2,c24_balance,SAMN36729099,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9969605001316522,0.25,susceptible
GCA_032331735.2,c24_balance,SAMN36728895,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863744741524298,4,resistant
GCA_032334075.2,c24_balance,SAMN36727324,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9898518246111346,0.25,susceptible
GCA_032336195.2,c24_balance,SAMN36726642,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9736385389600504,0.25,susceptible
GCA_032336615.2,c24_balance,SAMN36726683,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9753346787663392,0.25,susceptible
GCA_032336975.2,c24_balance,SAMN36726623,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863345323940028,4,resistant
GCA_032337935.2,c24_balance,SAMN36726454,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9739421893556351,4,resistant
GCA_032337955.2,c24_balance,SAMN36726456,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9733158967443184,1,resistant
GCA_032338355.2,c24_balance,SAMN36726432,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9739519317652788,0.25,susceptible
GCA_032338575.2,c24_balance,SAMN36726480,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9859178817327884,4,resistant
GCA_032338595.2,c24_balance,SAMN36726478,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9738484383907804,8,resistant
GCA_033200495.2,c24_balance,SAMN36729113,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9896862888382116,1,resistant
GCA_033726535.1,c24_balance,SAMN38228829,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.990148570806284,0.25,susceptible
GCA_034515725.1,c24_balance,SAMN38228858,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9860054888153994,8,resistant
GCA_034675285.1,c24_balance,SAMD00499849,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9891311025893704,0.25,susceptible
GCA_034675485.1,c24_balance,SAMD00499822,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9896187333216776,0.25,susceptible
GCA_034681205.1,c24_balance,SAMD00499602,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9726027198488522,0.25,susceptible
GCA_034682455.1,c24_balance,SAMD00499504,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9729627915454582,0.25,susceptible
GCA_034682905.1,c24_balance,SAMD00499447,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9859244630745918,0.25,susceptible
GCA_034683385.1,c24_balance,SAMD00499392,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9862112546281164,4,resistant
GCA_034683785.1,c24_balance,SAMD00499370,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9887809101074222,4,resistant
GCA_034684585.1,c24_balance,SAMD00499248,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9739259589331026,0.25,susceptible
GCA_034684625.1,c24_balance,SAMD00499251,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9862809570564272,4,resistant
GCA_034685415.1,c24_balance,SAMD00499127,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9980174025429648,0.25,susceptible
GCA_034685485.1,c24_balance,SAMD00499122,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.989042094472909,0.25,susceptible
GCA_034686125.1,c24_balance,SAMD00499003,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9885085628995964,0.25,susceptible
GCA_034686185.1,c24_balance,SAMD00498993,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9736627124342478,0.25,susceptible
GCA_038080495.1,c24_balance,SAMN40930669,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9895025542836804,0.25,susceptible
GCA_038081015.1,c24_balance,SAMN40930687,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9768545290338604,1,resistant
GCA_038083455.1,c24_balance,SAMN40930639,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9891724809051888,1,resistant
GCA_038509365.1,c24_balance,SAMN41091873,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9718530440076122,0.25,susceptible
GCA_044079145.1,c24_balance,SAMN43563614,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.97271528222739,0.015625,susceptible
GCA_044080415.1,c24_balance,SAMN43564319,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9717541829131516,0.015625,susceptible
GCA_044081815.1,c24_balance,SAMN43563918,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.971749525017183,0.25,susceptible
GCA_044081915.1,c24_balance,SAMN43564500,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9712257847033684,0.015625,susceptible
GCA_044082255.1,c24_balance,SAMN43564853,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9728224316755526,0.125,susceptible
GCA_044082295.1,c24_balance,SAMN43564849,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9724795300472968,0.125,susceptible
GCA_044084255.1,c24_balance,SAMN43565081,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9707630928467608,0.015625,susceptible
GCA_044084275.1,c24_balance,SAMN43565076,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9712307218738148,0.015625,susceptible
GCA_044084935.1,c24_balance,SAMN43564361,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9715755274692948,0.125,susceptible
GCA_044091815.1,c24_balance,SAMN43563655,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9713415682670562,0.125,susceptible
GCA_044091895.1,c24_balance,SAMN43563878,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9720264643564308,0.015625,susceptible
GCA_044094655.1,c24_balance,SAMN43564641,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9727932565460952,0.015625,susceptible
GCA_044102455.1,c24_balance,SAMN43564412,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9717757585711017,0.015625,susceptible
GCA_044102675.1,c24_balance,SAMN43565055,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9704008281317306,0.015625,susceptible
GCA_044132305.1,c24_balance,SAMN43564429,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9735105277816412,0.015625,susceptible
GCA_044139785.1,c24_balance,SAMN43564149,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9722130469460996,0.015625,susceptible
GCA_044143405.1,c24_balance,SAMN43564503,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9745881364725738,0.015625,susceptible
GCA_044143625.1,c24_balance,SAMN43563623,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9736234610589788,0.015625,susceptible
GCA_044144075.1,c24_balance,SAMN43563996,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9733731115542272,0.015625,susceptible
GCA_044144785.1,c24_balance,SAMN43564323,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9720931228552978,0.015625,susceptible
GCA_044144835.1,c24_balance,SAMN43564356,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9713403724262636,0.015625,susceptible
GCA_044146225.1,c24_balance,SAMN43563902,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9717400917878756,0.015625,susceptible
GCA_044147125.1,c24_balance,SAMN43563926,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9741106168084844,0.015625,susceptible
GCA_044147385.1,c24_balance,SAMN43564001,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9725066496470024,0.015625,susceptible
GCA_044147875.1,c24_balance,SAMN43563838,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9724756527835776,0.125,susceptible
GCA_044148825.1,c24_balance,SAMN43564529,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9724752166211932,0.015625,susceptible
GCA_044149475.1,c24_balance,SAMN43564814,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9715074197349198,0.125,susceptible
GCA_044149785.1,c24_balance,SAMN43565096,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9719967855110212,0.25,susceptible
GCA_044150905.1,c24_balance,SAMN43564817,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.972276576793636,0.125,susceptible
GCA_044152245.1,c24_balance,SAMN43565039,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9727967019485372,0.015625,susceptible
GCA_044153045.1,c24_balance,SAMN43565202,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9719285376420942,0.015625,susceptible
GCA_044153125.1,c24_balance,SAMN43565191,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.972230094119328,0.015625,susceptible
GCA_044161825.1,c24_balance,SAMN43565226,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.971800538395142,0.125,susceptible
GCA_044163505.1,c24_balance,SAMN43564523,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.970506809833104,0.25,susceptible
GCA_044163535.1,c24_balance,SAMN43564536,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9715497850919802,0.125,susceptible
GCA_044163725.1,c24_balance,SAMN43565144,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9732513603396434,0.125,susceptible
GCA_044681895.1,c24_balance,SAMN43562991,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9723676505937472,0.015625,susceptible
GCA_044681995.1,c24_balance,SAMN43565001,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9716375859228366,0.125,susceptible
GCA_044682965.1,c24_balance,SAMN43562770,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9729191518784642,0.015625,susceptible
GCA_044683885.1,c24_balance,SAMN43563377,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9719614256539812,0.015625,susceptible
GCA_044683905.1,c24_balance,SAMN43562849,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9713427972797216,0.015625,susceptible
GCA_044687165.1,c24_balance,SAMN43563405,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9830107790221078,0.125,susceptible
GCA_044687525.1,c24_balance,SAMN43563161,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.972308235184117,0.015625,susceptible
GCA_044687685.1,c24_balance,SAMN43564141,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9728025476127764,0.125,susceptible
GCA_044687805.1,c24_balance,SAMN43564390,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9830387534972276,0.125,susceptible
GCA_044687855.1,c24_balance,SAMN43564395,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9713011181865874,0.125,susceptible
GCA_044688165.1,c24_balance,SAMN43564265,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9717263926469304,0.125,susceptible
GCA_044688245.1,c24_balance,SAMN43564440,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.979761961612764,0.125,susceptible
GCA_044688365.1,c24_balance,SAMN43564695,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9833027749726904,0.125,susceptible
GCA_044688965.1,c24_balance,SAMN43563842,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.973810596969822,0.125,susceptible
GCA_044689285.1,c24_balance,SAMN43563275,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9708116496901265,1,resistant
GCA_044689445.1,c24_balance,SAMN43564152,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.971659749220972,0.25,susceptible
GCA_044689525.1,c24_balance,SAMN43563539,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9722303615979908,0.125,susceptible
GCA_044690005.1,c24_balance,SAMN43563402,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9724181936750907,0.125,susceptible
GCA_044690165.1,c24_balance,SAMN43563572,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.971569191410087,0.125,susceptible
GCA_044690385.1,c24_balance,SAMN43564636,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.980931616371008,0.125,susceptible
GCA_044690405.1,c24_balance,SAMN43563801,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9725235171542588,0.125,susceptible
GCA_044690565.1,c24_balance,SAMN43564967,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9714366054603046,0.125,susceptible
GCA_044690645.1,c24_balance,SAMN43565155,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9722077242366944,0.015625,susceptible
GCA_044690685.1,c24_balance,SAMN43565100,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9717245747660768,0.015625,susceptible
GCA_044690705.1,c24_balance,SAMN43565178,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9715881820601038,0.125,susceptible
GCA_044690825.1,c24_balance,SAMN43563467,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9723781778156688,0.015625,susceptible
GCA_044691345.1,c24_balance,SAMN43563443,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9708626269025264,0.125,susceptible
GCA_044691365.1,c24_balance,SAMN43563446,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.970820636106895,0.125,susceptible
GCA_044691865.1,c24_balance,SAMN43564210,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.970874792910441,0.015625,susceptible
GCA_044691985.1,c24_balance,SAMN43564313,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9727070558789918,0.015625,susceptible
GCA_044692125.1,c24_balance,SAMN43563729,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.971059135418305,0.015625,susceptible
GCA_044692345.1,c24_balance,SAMN43563830,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9730807379087828,0.125,susceptible
GCA_044692585.1,c24_balance,SAMN43563885,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9735043351671864,0.015625,susceptible
GCA_044692855.1,c24_balance,SAMN43562834,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9724106512185856,0.015625,susceptible
GCA_044692945.1,c24_balance,SAMN43562813,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9744462771593354,0.015625,susceptible
GCA_044693245.1,c24_balance,SAMN43563257,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9724191172544102,0.125,susceptible
GCA_044693585.1,c24_balance,SAMN43563359,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9833828786228224,0.125,susceptible
GCA_044694165.1,c24_balance,SAMN43562970,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9717653559836548,0.125,susceptible
GCA_044694245.1,c24_balance,SAMN43563091,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9719161643095636,0.125,susceptible
GCA_044694405.1,c24_balance,SAMN43563228,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9723527835778428,0.125,susceptible
GCA_044695305.1,c24_balance,SAMN43562898,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.971895908171188,0.015625,susceptible
GCA_044696765.1,c24_balance,SAMN43563940,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9717580719057494,0.25,susceptible
GCA_044697345.1,c24_balance,SAMN43562832,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9712256111053366,0.125,susceptible
GCA_044698425.1,c24_balance,SAMN43562929,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9725090198934148,0.125,susceptible
GCA_044698565.1,c24_balance,SAMN43562921,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9744603889344252,0.25,susceptible
GCA_044698645.1,c24_balance,SAMN43562902,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9803797711319252,0.015625,susceptible
GCA_044699125.1,c24_balance,SAMN43563318,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9724551825064214,0.015625,susceptible
GCA_044699925.1,c24_balance,SAMN43563993,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9832736602759078,0.125,susceptible
GCA_044699985.1,c24_balance,SAMN43563383,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.983615399913738,0.015625,susceptible
GCA_044700165.1,c24_balance,SAMN43564003,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9793787147600316,0.015625,susceptible
GCA_044700905.1,c24_balance,SAMN43563293,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9719516731982376,0.015625,susceptible
GCA_044702235.1,c24_balance,SAMN43563437,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9724031614860886,0.015625,susceptible
GCA_044703865.1,c24_balance,SAMN43564654,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9721128791066638,0.25,susceptible
GCA_044703945.1,c24_balance,SAMN43564971,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9721871044579434,0.125,susceptible
